,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes,HomeWin,VisitorNumWins,HomeNumWins,HomeWins2020,VisitorWins2020
1063,Sun Mar 20 2022,6:00p,Oklahoma City Thunder,85,Orlando Magic,90,Box Score,,15012.0,Amway Center,,1,20,40,21,22
1064,Sun Mar 20 2022,6:00p,Phoenix Suns,127,Sacramento Kings,124,Box Score,OT,17583.0,Golden 1 Center,,0,57,55,31,51
1065,Sun Mar 20 2022,7:30p,Utah Jazz,108,New York Knicks,93,Box Score,,19812.0,Madison Square Garden (IV),,0,44,67,41,52
1066,Sun Mar 20 2022,8:00p,Boston Celtics,124,Denver Nuggets,104,Box Score,,19602.0,Ball Arena,,0,43,91,47,36
1067,Sun Mar 20 2022,8:30p,San Antonio Spurs,110,Golden State Warriors,108,Box Score,,18064.0,Chase Center,,0,27,116,39,33
1068,Sun Mar 20 2022,8:30p,Toronto Raptors,93,Philadelphia 76ers,88,Box Score,,21180.0,Wells Fargo Center,,0,39,100,49,27
1069,Mon Mar 21 2022,7:00p,New Orleans Pelicans,103,Charlotte Hornets,106,Box Score,,13351.0,Spectrum Center,,1,30,79,33,31
1070,Mon Mar 21 2022,7:00p,Los Angeles Lakers,131,Cleveland Cavaliers,120,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,0,30,85,22,42
1071,Mon Mar 21 2022,7:00p,Portland Trail Blazers,119,Detroit Pistons,115,Box Score,,14923.0,Little Caesars Arena,,0,26,42,20,42
1072,Mon Mar 21 2022,7:30p,Utah Jazz,106,Brooklyn Nets,114,Box Score,,17887.0,Barclays Center,,1,45,82,48,52
1073,Mon Mar 21 2022,7:30p,Miami Heat,106,Philadelphia 76ers,113,Box Score,,21386.0,Wells Fargo Center,,1,47,100,49,40
1074,Mon Mar 21 2022,8:00p,Toronto Raptors,99,Chicago Bulls,113,Box Score,,21778.0,United Center,,1,40,88,31,27
1075,Mon Mar 21 2022,8:00p,Washington Wizards,97,Houston Rockets,115,Box Score,,13936.0,Toyota Center,,1,30,37,17,34
1076,Mon Mar 21 2022,8:00p,Boston Celtics,132,Oklahoma City Thunder,123,Box Score,,15345.0,Paycom Center,,0,44,44,22,36
1077,Mon Mar 21 2022,8:30p,Minnesota Timberwolves,108,Dallas Mavericks,110,Box Score,,20077.0,American Airlines Center,,1,42,104,42,23
1078,Tue Mar 22 2022,7:00p,Golden State Warriors,90,Orlando Magic,94,Box Score,,17164.0,Amway Center,,1,47,41,21,39
1079,Tue Mar 22 2022,7:30p,Atlanta Hawks,117,New York Knicks,111,Box Score,,19812.0,Madison Square Garden (IV),,0,35,67,41,41
1080,Tue Mar 22 2022,8:00p,Chicago Bulls,98,Milwaukee Bucks,126,Box Score,,17983.0,Fiserv Forum,,1,42,102,46,31
1081,Tue Mar 22 2022,10:00p,Los Angeles Clippers,115,Denver Nuggets,127,Box Score,,16089.0,Ball Arena,,1,36,91,47,47
1082,Wed Mar 23 2022,7:00p,New York Knicks,121,Charlotte Hornets,106,Box Score,,16290.0,Spectrum Center,,0,30,80,33,41
1083,Wed Mar 23 2022,7:00p,Atlanta Hawks,101,Detroit Pistons,122,Box Score,,16212.0,Little Caesars Arena,,1,36,42,20,41
1084,Wed Mar 23 2022,7:00p,Sacramento Kings,110,Indiana Pacers,109,Box Score,,14227.0,Gainbridge Fieldhouse,,0,25,50,34,31
1085,Wed Mar 23 2022,7:30p,Utah Jazz,97,Boston Celtics,125,Box Score,,19156.0,TD Garden,,1,45,110,36,52
1086,Wed Mar 23 2022,7:30p,Brooklyn Nets,120,Memphis Grizzlies,132,Box Score,,17794.0,FedEx Forum,,1,38,111,38,48
1087,Wed Mar 23 2022,7:30p,Golden State Warriors,118,Miami Heat,104,Box Score,,19600.0,FTX Arena,,0,47,111,40,39
1088,Wed Mar 23 2022,8:00p,Phoenix Suns,125,Minnesota Timberwolves,116,Box Score,,17136.0,Target Center,,0,58,91,23,51
1089,Wed Mar 23 2022,8:00p,Orlando Magic,102,Oklahoma City Thunder,118,Box Score,,14393.0,Paycom Center,,1,20,44,22,21
1090,Wed Mar 23 2022,8:30p,Houston Rockets,91,Dallas Mavericks,110,Box Score,,20026.0,American Airlines Center,,1,18,105,42,17
1091,Wed Mar 23 2022,10:00p,Philadelphia 76ers,126,Los Angeles Lakers,121,Box Score,,18997.0,Crypto.com Arena,,0,44,64,42,49
1092,Wed Mar 23 2022,10:00p,San Antonio Spurs,133,Portland Trail Blazers,96,Box Score,,16610.0,Moda Center,,0,28,54,42,33
1093,Thu Mar 24 2022,7:30p,Cleveland Cavaliers,104,Toronto Raptors,117,Box Score,,19800.0,Scotiabank Arena,,1,41,90,27,22
1094,Thu Mar 24 2022,8:00p,Indiana Pacers,103,Memphis Grizzlies,133,Box Score,,16205.0,FedEx Forum,,1,25,112,38,34
1095,Thu Mar 24 2022,8:00p,Washington Wizards,102,Milwaukee Bucks,114,Box Score,,18018.0,Fiserv Forum,,1,30,103,46,34
1096,Thu Mar 24 2022,8:00p,Chicago Bulls,109,New Orleans Pelicans,126,Box Score,,13973.0,Smoothie King Center,,1,42,70,31,31
1097,Thu Mar 24 2022,9:00p,Phoenix Suns,140,Denver Nuggets,130,Box Score,,19520.0,Ball Arena,,0,59,92,47,51
1098,Fri Mar 25 2022,7:00p,Utah Jazz,101,Charlotte Hornets,107,Box Score,,19162.0,Spectrum Center,,1,45,80,33,52
1099,Fri Mar 25 2022,7:00p,Washington Wizards,100,Detroit Pistons,97,Box Score,,18943.0,Little Caesars Arena,,0,30,43,20,34
1100,Fri Mar 25 2022,7:30p,Golden State Warriors,110,Atlanta Hawks,121,Box Score,,17724.0,State Farm Arena,,1,48,82,41,39
1101,Fri Mar 25 2022,8:00p,New York Knicks,111,Miami Heat,103,Box Score,,19600.0,FTX Arena,,0,31,111,40,41
1102,Fri Mar 25 2022,8:00p,Dallas Mavericks,95,Minnesota Timberwolves,116,Box Score,,17136.0,Target Center,,1,45,91,23,42
1103,Fri Mar 25 2022,10:00p,Houston Rockets,125,Portland Trail Blazers,106,Box Score,,16947.0,Moda Center,,0,18,54,42,17
1104,Fri Mar 25 2022,10:30p,Philadelphia 76ers,122,Los Angeles Clippers,97,Box Score,,19068.0,Crypto.com Arena,,0,45,78,47,49
1105,Sat Mar 26 2022,5:00p,San Antonio Spurs,107,New Orleans Pelicans,103,Box Score,,13097.0,Smoothie King Center,,0,29,71,31,33
1106,Sat Mar 26 2022,7:00p,Sacramento Kings,114,Orlando Magic,110,Box Score,OT,16366.0,Amway Center,,0,26,42,21,31
1107,Sat Mar 26 2022,7:30p,Indiana Pacers,91,Toronto Raptors,131,Box Score,,19800.0,Scotiabank Arena,,1,25,91,27,34
1108,Sat Mar 26 2022,8:00p,Chicago Bulls,98,Cleveland Cavaliers,94,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,0,42,85,22,31
1109,Sat Mar 26 2022,8:00p,Milwaukee Bucks,102,Memphis Grizzlies,127,Box Score,,17794.0,FedEx Forum,,1,46,113,38,46
1110,Sat Mar 26 2022,8:00p,Brooklyn Nets,110,Miami Heat,95,Box Score,,19600.0,FTX Arena,,0,38,111,40,48
1111,Sat Mar 26 2022,9:00p,Oklahoma City Thunder,107,Denver Nuggets,113,Box Score,,19520.0,Ball Arena,,1,21,92,47,22
1112,Sat Mar 26 2022,10:00p,Houston Rockets,115,Portland Trail Blazers,98,Box Score,,17821.0,Moda Center,,0,19,54,42,17
1113,Sun Mar 27 2022,3:30p,New York Knicks,104,Detroit Pistons,102,Box Score,,19304.0,Little Caesars Arena,,0,32,43,20,41
1114,Sun Mar 27 2022,6:00p,Minnesota Timberwolves,112,Boston Celtics,134,Box Score,,19156.0,TD Garden,,1,43,111,36,23
1115,Sun Mar 27 2022,6:00p,Philadelphia 76ers,104,Phoenix Suns,114,Box Score,,17071.0,Phoenix Suns Arena,,1,46,131,51,49
1116,Sun Mar 27 2022,6:00p,Golden State Warriors,115,Washington Wizards,123,Box Score,,20476.0,Capital One Arena,,1,48,66,34,39
1117,Sun Mar 27 2022,7:00p,Los Angeles Lakers,108,New Orleans Pelicans,116,Box Score,,18516.0,Smoothie King Center,,1,31,71,31,42
1118,Sun Mar 27 2022,7:30p,Charlotte Hornets,119,Brooklyn Nets,110,Box Score,,18166.0,Barclays Center,,0,38,84,48,33
1119,Sun Mar 27 2022,7:30p,Utah Jazz,100,Dallas Mavericks,114,Box Score,,20177.0,American Airlines Center,,1,45,106,42,52
1120,Mon Mar 28 2022,7:00p,Denver Nuggets,113,Charlotte Hornets,109,Box Score,,17614.0,Spectrum Center,,0,44,82,33,47
1121,Mon Mar 28 2022,7:00p,Orlando Magic,101,Cleveland Cavaliers,107,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,1,20,85,22,21
1122,Mon Mar 28 2022,7:00p,Atlanta Hawks,132,Indiana Pacers,123,Box Score,,14212.0,Gainbridge Fieldhouse,,0,37,50,34,41
1123,Mon Mar 28 2022,7:30p,Sacramento Kings,100,Miami Heat,123,Box Score,,19600.0,FTX Arena,,1,27,111,40,31
1124,Mon Mar 28 2022,7:30p,Chicago Bulls,104,New York Knicks,109,Box Score,,19812.0,Madison Square Garden (IV),,1,43,70,41,31
1125,Mon Mar 28 2022,7:30p,Boston Celtics,112,Toronto Raptors,115,Box Score,OT,19800.0,Scotiabank Arena,,1,47,92,27,36
1126,Mon Mar 28 2022,8:00p,San Antonio Spurs,123,Houston Rockets,120,Box Score,,18055.0,Toyota Center,,0,30,40,17,33
1127,Mon Mar 28 2022,8:00p,Golden State Warriors,95,Memphis Grizzlies,123,Box Score,,17011.0,FedEx Forum,,1,48,114,38,39
1128,Mon Mar 28 2022,10:00p,Oklahoma City Thunder,134,Portland Trail Blazers,131,Box Score,OT,18188.0,Moda Center,,0,21,54,42,22
1129,Tue Mar 29 2022,7:00p,Milwaukee Bucks,118,Philadelphia 76ers,116,Box Score,,21467.0,Wells Fargo Center,,0,46,103,49,46
1130,Tue Mar 29 2022,7:00p,Chicago Bulls,107,Washington Wizards,94,Box Score,,15922.0,Capital One Arena,,0,43,67,34,31
1131,Tue Mar 29 2022,7:30p,Detroit Pistons,123,Brooklyn Nets,130,Box Score,,17559.0,Barclays Center,,1,20,84,48,20
1132,Tue Mar 29 2022,7:30p,Los Angeles Lakers,110,Dallas Mavericks,128,Box Score,,20382.0,American Airlines Center,,1,31,107,42,42
1133,Tue Mar 29 2022,10:00p,Utah Jazz,115,Los Angeles Clippers,121,Box Score,,19068.0,Crypto.com Arena,,1,45,78,47,52
1134,Wed Mar 30 2022,7:00p,Dallas Mavericks,120,Cleveland Cavaliers,112,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,0,47,86,22,42
1135,Wed Mar 30 2022,7:00p,Denver Nuggets,125,Indiana Pacers,118,Box Score,,15036.0,Gainbridge Fieldhouse,,0,45,50,34,47
1136,Wed Mar 30 2022,7:00p,Orlando Magic,110,Washington Wizards,127,Box Score,,16455.0,Capital One Arena,,1,20,67,34,21
1137,Wed Mar 30 2022,7:30p,Miami Heat,106,Boston Celtics,98,Box Score,,19156.0,TD Garden,,0,48,112,36,40
1138,Wed Mar 30 2022,7:30p,Charlotte Hornets,125,New York Knicks,114,Box Score,,19812.0,Madison Square Garden (IV),,0,39,71,41,33
1139,Wed Mar 30 2022,7:30p,Minnesota Timberwolves,102,Toronto Raptors,125,Box Score,,19800.0,Scotiabank Arena,,1,43,93,27,23
1140,Wed Mar 30 2022,8:00p,Sacramento Kings,121,Houston Rockets,118,Box Score,,13365.0,Toyota Center,,0,27,40,17,31
1141,Wed Mar 30 2022,8:00p,Atlanta Hawks,136,Oklahoma City Thunder,118,Box Score,,15595.0,Paycom Center,,0,38,46,22,41
1142,Wed Mar 30 2022,8:30p,Memphis Grizzlies,112,San Antonio Spurs,111,Box Score,,15821.0,AT&T Center,,0,53,65,33,38
1143,Wed Mar 30 2022,10:00p,Phoenix Suns,107,Golden State Warriors,103,Box Score,,18064.0,Chase Center,,0,61,117,39,51
1144,Wed Mar 30 2022,10:00p,New Orleans Pelicans,117,Portland Trail Blazers,107,Box Score,,18551.0,Moda Center,,0,32,54,42,31
1145,Thu Mar 31 2022,7:00p,Philadelphia 76ers,94,Detroit Pistons,102,Box Score,,20023.0,Little Caesars Arena,,1,46,43,20,49
1146,Thu Mar 31 2022,7:30p,Cleveland Cavaliers,107,Atlanta Hawks,131,Box Score,,17491.0,State Farm Arena,,1,42,85,41,22
1147,Thu Mar 31 2022,7:30p,Milwaukee Bucks,120,Brooklyn Nets,119,Box Score,OT,17917.0,Barclays Center,,0,47,85,48,46
1148,Thu Mar 31 2022,8:00p,Los Angeles Clippers,130,Chicago Bulls,135,Box Score,OT,21519.0,United Center,,1,37,91,31,47
1149,Thu Mar 31 2022,10:00p,Los Angeles Lakers,109,Utah Jazz,122,Box Score,,18306.0,Vivint Smart Home Arena,,1,31,96,52,42
1150,Fri Apr 1 2022,7:00p,Toronto Raptors,102,Orlando Magic,89,Box Score,,17566.0,Amway Center,,0,44,42,21,27
1151,Fri Apr 1 2022,7:00p,Dallas Mavericks,103,Washington Wizards,135,Box Score,,17745.0,Capital One Arena,,1,48,68,34,42
1152,Fri Apr 1 2022,7:30p,Indiana Pacers,123,Boston Celtics,128,Box Score,,19156.0,TD Garden,,1,25,112,36,34
1153,Fri Apr 1 2022,8:00p,Sacramento Kings,122,Houston Rockets,117,Box Score,,14857.0,Toyota Center,,0,28,40,17,31
1154,Fri Apr 1 2022,8:00p,Phoenix Suns,114,Memphis Grizzlies,122,Box Score,,17794.0,FedEx Forum,,1,62,116,38,51
1155,Fri Apr 1 2022,8:00p,Los Angeles Clippers,153,Milwaukee Bucks,119,Box Score,,18023.0,Fiserv Forum,,0,37,106,46,47
1156,Fri Apr 1 2022,8:00p,Detroit Pistons,110,Oklahoma City Thunder,101,Box Score,,16961.0,Paycom Center,,0,21,46,22,20
1157,Fri Apr 1 2022,8:30p,Portland Trail Blazers,111,San Antonio Spurs,130,Box Score,,17512.0,AT&T Center,,1,27,65,33,42
1158,Fri Apr 1 2022,9:00p,Minnesota Timberwolves,136,Denver Nuggets,130,Box Score,,19612.0,Ball Arena,,0,43,95,47,23
1159,Fri Apr 1 2022,10:30p,New Orleans Pelicans,114,Los Angeles Lakers,111,Box Score,,18997.0,Crypto.com Arena,,0,33,64,42,31
1160,Sat Apr 2 2022,12:30p,Charlotte Hornets,114,Philadelphia 76ers,144,Box Score,,21509.0,Wells Fargo Center,,1,40,103,49,33
1161,Sat Apr 2 2022,1:00p,Cleveland Cavaliers,119,New York Knicks,101,Box Score,,19812.0,Madison Square Garden (IV),,0,42,71,41,22
1162,Sat Apr 2 2022,7:30p,Brooklyn Nets,115,Atlanta Hawks,122,Box Score,,18126.0,State Farm Arena,,1,40,86,41,48
1163,Sat Apr 2 2022,8:00p,Miami Heat,127,Chicago Bulls,109,Box Score,,21697.0,United Center,,0,49,92,31,40
1164,Sat Apr 2 2022,8:30p,Utah Jazz,107,Golden State Warriors,111,Box Score,,18064.0,Chase Center,,1,46,117,39,52
1165,Sun Apr 3 2022,1:00p,Washington Wizards,102,Boston Celtics,144,Box Score,,19156.0,TD Garden,,1,34,113,36,34
1166,Sun Apr 3 2022,1:00p,Dallas Mavericks,118,Milwaukee Bucks,112,Box Score,,17902.0,Fiserv Forum,,0,48,106,46,42
1167,Sun Apr 3 2022,3:30p,Denver Nuggets,129,Los Angeles Lakers,118,Box Score,,18997.0,Crypto.com Arena,,0,46,64,42,47
1168,Sun Apr 3 2022,5:00p,Detroit Pistons,121,Indiana Pacers,117,Box Score,,17407.0,Gainbridge Fieldhouse,,0,22,50,34,20
1169,Sun Apr 3 2022,6:00p,Philadelphia 76ers,112,Cleveland Cavaliers,108,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,0,47,87,22,49
1170,Sun Apr 3 2022,6:00p,New York Knicks,118,Orlando Magic,88,Box Score,,15747.0,Amway Center,,0,34,42,21,41
1171,Sun Apr 3 2022,7:00p,Minnesota Timberwolves,139,Houston Rockets,132,Box Score,,16539.0,Toyota Center,,0,44,40,17,23
1172,Sun Apr 3 2022,7:00p,Phoenix Suns,96,Oklahoma City Thunder,117,Box Score,,17078.0,Paycom Center,,1,62,46,22,51
1173,Sun Apr 3 2022,7:00p,Portland Trail Blazers,92,San Antonio Spurs,113,Box Score,,15816.0,AT&T Center,,1,27,66,33,42
1174,Sun Apr 3 2022,7:00p,Miami Heat,114,Toronto Raptors,109,Box Score,,19800.0,Scotiabank Arena,,0,50,95,27,40
1175,Sun Apr 3 2022,9:00p,Golden State Warriors,109,Sacramento Kings,90,Box Score,,17583.0,Golden 1 Center,,0,49,59,31,39
1176,Sun Apr 3 2022,9:30p,New Orleans Pelicans,100,Los Angeles Clippers,119,Box Score,,16840.0,Crypto.com Arena,,1,34,80,47,31
1177,Tue Apr 5 2022,7:00p,Philadelphia 76ers,131,Indiana Pacers,122,Box Score,,15583.0,Gainbridge Fieldhouse,,0,48,50,34,49
1178,Tue Apr 5 2022,7:00p,Cleveland Cavaliers,115,Orlando Magic,120,Box Score,,16897.0,Amway Center,,1,43,42,21,22
1179,Tue Apr 5 2022,7:30p,Houston Rockets,105,Brooklyn Nets,118,Box Score,,17768.0,Barclays Center,,1,20,85,48,17
1180,Tue Apr 5 2022,7:30p,Charlotte Hornets,115,Miami Heat,144,Box Score,,19600.0,FTX Arena,,1,40,115,40,33
1181,Tue Apr 5 2022,7:30p,Atlanta Hawks,108,Toronto Raptors,118,Box Score,,19800.0,Scotiabank Arena,,1,41,95,27,41
1182,Tue Apr 5 2022,8:00p,Milwaukee Bucks,127,Chicago Bulls,106,Box Score,,20799.0,United Center,,0,48,92,31,46
1183,Tue Apr 5 2022,8:00p,Washington Wizards,132,Minnesota Timberwolves,114,Box Score,,17136.0,Target Center,,0,34,94,23,34
1184,Tue Apr 5 2022,8:00p,Portland Trail Blazers,94,Oklahoma City Thunder,98,Box Score,,14674.0,Paycom Center,,1,27,47,22,42
1185,Tue Apr 5 2022,9:00p,San Antonio Spurs,116,Denver Nuggets,97,Box Score,,17037.0,Ball Arena,,0,33,96,47,33
1186,Tue Apr 5 2022,9:00p,Memphis Grizzlies,115,Utah Jazz,121,Box Score,OT,18306.0,Vivint Smart Home Arena,,1,55,97,52,38
1187,Tue Apr 5 2022,10:00p,New Orleans Pelicans,123,Sacramento Kings,109,Box Score,,16047.0,Golden 1 Center,,0,34,59,31,31
1188,Tue Apr 5 2022,10:30p,Los Angeles Lakers,110,Phoenix Suns,121,Box Score,,17071.0,Phoenix Suns Arena,,1,31,133,51,42
1189,Wed Apr 6 2022,7:00p,Dallas Mavericks,131,Detroit Pistons,113,Box Score,,18422.0,Little Caesars Arena,,0,49,46,20,42
1190,Wed Apr 6 2022,7:30p,Brooklyn Nets,110,New York Knicks,98,Box Score,,19812.0,Madison Square Garden (IV),,0,41,72,41,48
1191,Wed Apr 6 2022,8:00p,Washington Wizards,103,Atlanta Hawks,118,Box Score,,17381.0,State Farm Arena,,1,35,87,41,34
1192,Wed Apr 6 2022,8:00p,Boston Celtics,117,Chicago Bulls,94,Box Score,,21095.0,United Center,,0,49,92,31,36
1193,Wed Apr 6 2022,9:00p,Oklahoma City Thunder,101,Utah Jazz,137,Box Score,,18306.0,Vivint Smart Home Arena,,1,24,98,52,22
1194,Wed Apr 6 2022,10:00p,Phoenix Suns,109,Los Angeles Clippers,113,Box Score,,19068.0,Crypto.com Arena,,1,63,81,47,51
1195,Thu Apr 7 2022,7:00p,Orlando Magic,101,Charlotte Hornets,128,Box Score,,16427.0,Spectrum Center,,1,21,83,33,21
1196,Thu Apr 7 2022,7:30p,Boston Celtics,121,Milwaukee Bucks,127,Box Score,,18046.0,Fiserv Forum,,1,50,107,46,36
1197,Thu Apr 7 2022,7:30p,Philadelphia 76ers,114,Toronto Raptors,119,Box Score,,19800.0,Scotiabank Arena,,1,49,96,27,49
1198,Thu Apr 7 2022,8:00p,San Antonio Spurs,121,Minnesota Timberwolves,127,Box Score,,17136.0,Target Center,,1,34,94,23,33
1199,Thu Apr 7 2022,8:00p,Portland Trail Blazers,94,New Orleans Pelicans,127,Box Score,,12432.0,Smoothie King Center,,1,27,75,31,42
1200,Thu Apr 7 2022,9:00p,Memphis Grizzlies,109,Denver Nuggets,122,Box Score,,19520.0,Ball Arena,,1,55,96,47,38
1201,Thu Apr 7 2022,10:00p,Los Angeles Lakers,112,Golden State Warriors,128,Box Score,,18064.0,Chase Center,,1,31,119,39,42
1202,Fri Apr 8 2022,7:00p,Milwaukee Bucks,131,Detroit Pistons,101,Box Score,,22088.0,Little Caesars Arena,,0,50,46,20,46
1203,Fri Apr 8 2022,7:00p,New York Knicks,114,Washington Wizards,92,Box Score,,19472.0,Capital One Arena,,0,35,70,34,41
1204,Fri Apr 8 2022,7:30p,Cleveland Cavaliers,107,Brooklyn Nets,118,Box Score,,18169.0,Barclays Center,,1,43,87,48,22
1205,Fri Apr 8 2022,7:30p,Houston Rockets,115,Toronto Raptors,117,Box Score,,19800.0,Scotiabank Arena,,1,20,97,27,17
1206,Fri Apr 8 2022,8:00p,Charlotte Hornets,133,Chicago Bulls,117,Box Score,,21461.0,United Center,,0,41,92,31,33
1207,Fri Apr 8 2022,8:00p,Atlanta Hawks,109,Miami Heat,113,Box Score,,19993.0,FTX Arena,,1,42,116,40,41
1208,Fri Apr 8 2022,8:30p,Portland Trail Blazers,78,Dallas Mavericks,128,Box Score,,20174.0,American Airlines Center,,1,27,111,42,42
1209,Fri Apr 8 2022,9:30p,Phoenix Suns,111,Utah Jazz,105,Box Score,,18306.0,Vivint Smart Home Arena,,0,63,99,52,51
1210,Fri Apr 8 2022,10:30p,Oklahoma City Thunder,101,Los Angeles Lakers,120,Box Score,,18997.0,Crypto.com Arena,,1,24,64,42,22
1211,Sat Apr 9 2022,1:00p,Indiana Pacers,120,Philadelphia 76ers,133,Box Score,,21171.0,Wells Fargo Center,,1,25,106,49,34
1212,Sat Apr 9 2022,6:00p,New Orleans Pelicans,114,Memphis Grizzlies,141,Box Score,,17207.0,FedEx Forum,,1,36,117,38,31
1213,Sat Apr 9 2022,8:30p,Golden State Warriors,100,San Antonio Spurs,94,Box Score,,18627.0,AT&T Center,,0,51,68,33,39
1214,Sat Apr 9 2022,9:30p,Sacramento Kings,98,Los Angeles Clippers,117,Box Score,,17568.0,Crypto.com Arena,,1,29,82,47,31
1215,Sun Apr 10 2022,3:30p,Indiana Pacers,126,Brooklyn Nets,134,Box Score,,17967.0,Barclays Center,,1,25,88,48,34
1216,Sun Apr 10 2022,3:30p,Washington Wizards,108,Charlotte Hornets,124,Box Score,,18465.0,Spectrum Center,,1,35,85,33,34
1217,Sun Apr 10 2022,3:30p,Milwaukee Bucks,115,Cleveland Cavaliers,133,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,1,51,87,22,46
1218,Sun Apr 10 2022,3:30p,Atlanta Hawks,130,Houston Rockets,114,Box Score,,18055.0,Toyota Center,,0,42,40,17,41
1219,Sun Apr 10 2022,7:00p,Boston Celtics,139,Memphis Grizzlies,110,Box Score,,17441.0,FedEx Forum,,0,50,118,38,36
1220,Sun Apr 10 2022,7:00p,Toronto Raptors,94,New York Knicks,105,Box Score,,19812.0,Madison Square Garden (IV),,1,48,73,41,27
1221,Sun Apr 10 2022,7:00p,Miami Heat,111,Orlando Magic,125,Box Score,,19253.0,Amway Center,,1,53,43,21,40
1222,Sun Apr 10 2022,7:00p,Detroit Pistons,106,Philadelphia 76ers,118,Box Score,,21459.0,Wells Fargo Center,,1,23,107,49,20
1223,Sun Apr 10 2022,8:30p,Chicago Bulls,124,Minnesota Timberwolves,120,Box Score,,17136.0,Target Center,,0,45,95,23,31
1224,Sun Apr 10 2022,9:30p,San Antonio Spurs,120,Dallas Mavericks,130,Box Score,,20270.0,American Airlines Center,,1,34,112,42,33
1225,Sun Apr 10 2022,9:30p,Los Angeles Lakers,146,Denver Nuggets,141,Box Score,OT,19520.0,Ball Arena,,0,32,97,47,42
1226,Sun Apr 10 2022,9:30p,Oklahoma City Thunder,88,Los Angeles Clippers,138,Box Score,,18210.0,Crypto.com Arena,,1,24,83,47,22
1227,Sun Apr 10 2022,9:30p,Golden State Warriors,128,New Orleans Pelicans,107,Box Score,,16595.0,Smoothie King Center,,0,52,76,31,39
1228,Sun Apr 10 2022,9:30p,Sacramento Kings,116,Phoenix Suns,109,Box Score,,17071.0,Phoenix Suns Arena,,0,29,135,51,31
1229,Sun Apr 10 2022,9:30p,Utah Jazz,111,Portland Trail Blazers,80,Box Score,,18123.0,Moda Center,,0,48,54,42,52
1230,Tue Apr 12 2022,7:00p,Cleveland Cavaliers,108,Brooklyn Nets,115,Box Score,,17732.0,Barclays Center,Play-In Game,1,44,89,48,22
1231,Tue Apr 12 2022,9:30p,Los Angeles Clippers,104,Minnesota Timberwolves,109,Box Score,,17136.0,Target Center,Play-In Game,1,42,95,23,47
1232,Wed Apr 13 2022,7:00p,Charlotte Hornets,103,Atlanta Hawks,132,Box Score,,18137.0,State Farm Arena,Play-In Game,1,43,89,41,33
1233,Wed Apr 13 2022,9:30p,San Antonio Spurs,103,New Orleans Pelicans,113,Box Score,,18610.0,Smoothie King Center,Play-In Game,1,34,76,31,33
1234,Fri Apr 15 2022,7:30p,Atlanta Hawks,107,Cleveland Cavaliers,101,Box Score,,19432.0,Rocket Mortgage Fieldhouse,Play-In Game,0,44,88,22,41
1235,Fri Apr 15 2022,10:00p,New Orleans Pelicans,105,Los Angeles Clippers,101,Box Score,,19068.0,Crypto.com Arena,Play-In Game,0,37,84,47,31
1236,Sat Apr 16 2022,1:00p,Utah Jazz,99,Dallas Mavericks,93,Box Score,,20013.0,American Airlines Center,,0,49,113,42,52
1237,Sat Apr 16 2022,3:30p,Minnesota Timberwolves,130,Memphis Grizzlies,117,Box Score,,17794.0,FedEx Forum,,0,47,118,38,23
1238,Sat Apr 16 2022,6:00p,Toronto Raptors,111,Philadelphia 76ers,131,Box Score,,20610.0,Wells Fargo Center,,1,48,108,49,27
1239,Sat Apr 16 2022,8:30p,Denver Nuggets,107,Golden State Warriors,123,Box Score,,18064.0,Chase Center,,1,48,122,39,47
1240,Sun Apr 17 2022,1:00p,Atlanta Hawks,91,Miami Heat,115,Box Score,,19514.0,FTX Arena,,1,45,117,40,41
1241,Sun Apr 17 2022,3:30p,Brooklyn Nets,114,Boston Celtics,115,Box Score,,19156.0,TD Garden,,1,45,116,36,48
1242,Sun Apr 17 2022,6:30p,Chicago Bulls,86,Milwaukee Bucks,93,Box Score,,17717.0,Fiserv Forum,,1,46,109,46,31
1243,Sun Apr 17 2022,9:00p,New Orleans Pelicans,99,Phoenix Suns,110,Box Score,,17071.0,Phoenix Suns Arena,,1,38,135,51,31
1244,Mon Apr 18 2022,7:30p,Toronto Raptors,97,Philadelphia 76ers,112,Box Score,,20974.0,Wells Fargo Center,,1,48,109,49,27
1245,Mon Apr 18 2022,8:30p,Utah Jazz,104,Dallas Mavericks,110,Box Score,,20113.0,American Airlines Center,,1,50,113,42,52
1246,Mon Apr 18 2022,10:00p,Denver Nuggets,106,Golden State Warriors,126,Box Score,,18064.0,Chase Center,,1,48,123,39,47
1247,Tue Apr 19 2022,7:30p,Atlanta Hawks,105,Miami Heat,115,Box Score,,19950.0,FTX Arena,,1,45,118,40,41
1248,Tue Apr 19 2022,8:30p,Minnesota Timberwolves,96,Memphis Grizzlies,124,Box Score,,17794.0,FedEx Forum,,1,48,118,38,23
1249,Tue Apr 19 2022,10:00p,New Orleans Pelicans,125,Phoenix Suns,114,Box Score,,17071.0,Phoenix Suns Arena,,0,38,136,51,31
