,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes,HomeWin,VisitorNumWins,HomeNumWins,HomeWins2020,VisitorWins2020
1250,Wed Apr 20 2022,7:00p,Brooklyn Nets,107,Boston Celtics,114,Box Score,,19156.0,TD Garden,,1,45,117,36,48
1251,Wed Apr 20 2022,8:00p,Philadelphia 76ers,104,Toronto Raptors,101,Box Score,OT,19800.0,Scotiabank Arena,,0,53,98,27,49
1252,Wed Apr 20 2022,9:30p,Chicago Bulls,114,Milwaukee Bucks,110,Box Score,,17688.0,Fiserv Forum,,0,46,110,46,31
1253,Thu Apr 21 2022,7:30p,Memphis Grizzlies,104,Minnesota Timberwolves,95,Box Score,,19634.0,Target Center,,0,57,97,23,38
1254,Thu Apr 21 2022,9:00p,Dallas Mavericks,126,Utah Jazz,118,Box Score,,18306.0,Vivint Smart Home Arena,,0,53,101,52,42
1255,Thu Apr 21 2022,10:00p,Golden State Warriors,118,Denver Nuggets,113,Box Score,,19627.0,Ball Arena,,0,55,97,47,39
1256,Fri Apr 22 2022,7:45p,Miami Heat,110,Atlanta Hawks,111,Box Score,,18421.0,State Farm Arena,,1,55,91,41,40
1257,Fri Apr 22 2022,8:30p,Milwaukee Bucks,111,Chicago Bulls,81,Box Score,,22667.0,United Center,,0,52,94,31,46
1258,Fri Apr 22 2022,10:00p,Phoenix Suns,114,New Orleans Pelicans,111,Box Score,,18962.0,Smoothie King Center,,0,65,79,31,51
1259,Sat Apr 23 2022,2:00p,Philadelphia 76ers,102,Toronto Raptors,110,Box Score,,19800.0,Scotiabank Arena,,1,54,98,27,49
1260,Sat Apr 23 2022,4:30p,Dallas Mavericks,99,Utah Jazz,100,Box Score,,18306.0,Vivint Smart Home Arena,,1,54,101,52,42
1261,Sat Apr 23 2022,7:30p,Boston Celtics,109,Brooklyn Nets,103,Box Score,,18175.0,Barclays Center,,0,53,90,48,36
1262,Sat Apr 23 2022,10:00p,Memphis Grizzlies,118,Minnesota Timberwolves,119,Box Score,,19832.0,Target Center,,1,58,97,23,38
1263,Sun Apr 24 2022,1:00p,Milwaukee Bucks,119,Chicago Bulls,95,Box Score,,22020.0,United Center,,0,53,94,31,46
1264,Sun Apr 24 2022,3:30p,Golden State Warriors,121,Denver Nuggets,126,Box Score,,19628.0,Ball Arena,,1,56,97,47,39
1265,Sun Apr 24 2022,7:00p,Miami Heat,110,Atlanta Hawks,86,Box Score,,18951.0,State Farm Arena,,0,55,92,41,40
1266,Sun Apr 24 2022,9:30p,Phoenix Suns,103,New Orleans Pelicans,118,Box Score,,18962.0,Smoothie King Center,,1,66,79,31,51
1267,Mon Apr 25 2022,7:00p,Boston Celtics,116,Brooklyn Nets,112,Box Score,,18099.0,Barclays Center,,0,54,90,48,36
1268,Mon Apr 25 2022,8:00p,Toronto Raptors,103,Philadelphia 76ers,88,Box Score,,20517.0,Wells Fargo Center,,0,49,111,49,27
1269,Mon Apr 25 2022,9:30p,Utah Jazz,77,Dallas Mavericks,102,Box Score,,20577.0,American Airlines Center,,1,51,115,42,52
1270,Tue Apr 26 2022,7:00p,Atlanta Hawks,94,Miami Heat,97,Box Score,,19553.0,FTX Arena,,1,46,120,40,41
1271,Tue Apr 26 2022,7:30p,Minnesota Timberwolves,109,Memphis Grizzlies,111,Box Score,,17794.0,FedEx Forum,,1,49,120,38,23
1272,Tue Apr 26 2022,10:00p,New Orleans Pelicans,97,Phoenix Suns,112,Box Score,,17071.0,Phoenix Suns Arena,,1,40,137,51,31
1273,Wed Apr 27 2022,7:30p,Chicago Bulls,100,Milwaukee Bucks,116,Box Score,,17506.0,Fiserv Forum,,1,47,112,46,31
1274,Wed Apr 27 2022,10:00p,Denver Nuggets,98,Golden State Warriors,102,Box Score,,18064.0,Chase Center,,1,49,125,39,47
1275,Thu Apr 28 2022,7:00p,Philadelphia 76ers,132,Toronto Raptors,97,Box Score,,19800.0,Scotiabank Arena,,0,54,100,27,49
1276,Thu Apr 28 2022,7:30p,Phoenix Suns,115,New Orleans Pelicans,109,Box Score,,18710.0,Smoothie King Center,,0,67,80,31,51
1277,Thu Apr 28 2022,10:00p,Dallas Mavericks,98,Utah Jazz,96,Box Score,,18306.0,Vivint Smart Home Arena,,0,55,102,52,42
1278,Fri Apr 29 2022,9:00p,Memphis Grizzlies,114,Minnesota Timberwolves,106,Box Score,,20323.0,Target Center,,0,59,98,23,38
1279,Sun May 1 2022,1:00p,Milwaukee Bucks,101,Boston Celtics,89,Box Score,,19156.0,TD Garden,,0,55,120,36,46
1280,Sun May 1 2022,3:30p,Golden State Warriors,117,Memphis Grizzlies,116,Box Score,,17794.0,FedEx Forum,,0,57,122,38,39
1281,Mon May 2 2022,7:30p,Philadelphia 76ers,92,Miami Heat,106,Box Score,,19620.0,FTX Arena,,1,55,121,40,49
1282,Mon May 2 2022,10:00p,Dallas Mavericks,114,Phoenix Suns,121,Box Score,,17071.0,Phoenix Suns Arena,,1,56,139,51,42
1283,Tue May 3 2022,7:00p,Milwaukee Bucks,86,Boston Celtics,109,Box Score,,19156.0,TD Garden,,1,56,120,36,46
1284,Tue May 3 2022,9:30p,Golden State Warriors,101,Memphis Grizzlies,106,Box Score,,17794.0,FedEx Forum,,1,58,122,38,39
1285,Wed May 4 2022,7:30p,Philadelphia 76ers,103,Miami Heat,119,Box Score,,19759.0,FTX Arena,,1,55,122,40,49
1286,Wed May 4 2022,10:00p,Dallas Mavericks,109,Phoenix Suns,129,Box Score,,17071.0,Phoenix Suns Arena,,1,56,140,51,42
1287,Fri May 6 2022,7:00p,Miami Heat,79,Philadelphia 76ers,99,Box Score,,21033.0,Wells Fargo Center,,1,59,112,49,40
1288,Fri May 6 2022,9:30p,Phoenix Suns,94,Dallas Mavericks,103,Box Score,,20777.0,American Airlines Center,,1,70,117,42,51
1289,Sat May 7 2022,3:30p,Boston Celtics,101,Milwaukee Bucks,103,Box Score,,17736.0,Fiserv Forum,,1,56,114,46,36
1290,Sat May 7 2022,8:30p,Memphis Grizzlies,112,Golden State Warriors,142,Box Score,,18064.0,Chase Center,,1,61,127,39,38
1291,Sun May 8 2022,3:30p,Phoenix Suns,101,Dallas Mavericks,111,Box Score,,20610.0,American Airlines Center,,1,70,118,42,51
1292,Sun May 8 2022,8:00p,Miami Heat,108,Philadelphia 76ers,116,Box Score,,21194.0,Wells Fargo Center,,1,59,113,49,40
1293,Mon May 9 2022,7:30p,Boston Celtics,116,Milwaukee Bucks,108,Box Score,,17505.0,Fiserv Forum,,0,56,115,46,36
1294,Mon May 9 2022,10:00p,Memphis Grizzlies,98,Golden State Warriors,101,Box Score,,18064.0,Chase Center,,1,61,128,39,38
1295,Tue May 10 2022,7:30p,Philadelphia 76ers,85,Miami Heat,120,Box Score,,19868.0,FTX Arena,,1,57,123,40,49
1296,Tue May 10 2022,10:00p,Dallas Mavericks,80,Phoenix Suns,110,Box Score,,17071.0,Phoenix Suns Arena,,1,58,141,51,42
1297,Wed May 11 2022,7:00p,Milwaukee Bucks,110,Boston Celtics,107,Box Score,,19156.0,TD Garden,,0,57,122,36,46
1298,Wed May 11 2022,9:30p,Golden State Warriors,95,Memphis Grizzlies,134,Box Score,,17794.0,FedEx Forum,,1,60,123,38,39
1299,Thu May 12 2022,7:00p,Miami Heat,99,Philadelphia 76ers,90,Box Score,,21082.0,Wells Fargo Center,,0,60,114,49,40
1300,Thu May 12 2022,9:30p,Phoenix Suns,86,Dallas Mavericks,113,Box Score,,20777.0,American Airlines Center,,1,71,119,42,51
1301,Fri May 13 2022,7:30p,Boston Celtics,108,Milwaukee Bucks,95,Box Score,,17681.0,Fiserv Forum,,0,57,116,46,36
1302,Fri May 13 2022,10:00p,Memphis Grizzlies,96,Golden State Warriors,110,Box Score,,18064.0,Chase Center,,1,62,129,39,38
1303,Sun May 15 2022,3:30p,Milwaukee Bucks,81,Boston Celtics,109,Box Score,,19156.0,TD Garden,,1,58,123,36,46
1304,Sun May 15 2022,8:00p,Dallas Mavericks,123,Phoenix Suns,90,Box Score,,17071.0,Phoenix Suns Arena,,0,59,142,51,42
1305,Tue May 17 2022,8:30p,Boston Celtics,107,Miami Heat,118,Box Score,,19774.0,FTX Arena,,1,59,125,40,36
1306,Wed May 18 2022,9:00p,Dallas Mavericks,87,Golden State Warriors,112,Box Score,,18064.0,Chase Center,,1,60,130,39,42
1307,Thu May 19 2022,8:30p,Boston Celtics,127,Miami Heat,102,Box Score,,20100.0,FTX Arena,,0,59,126,40,36
1308,Fri May 20 2022,9:00p,Dallas Mavericks,117,Golden State Warriors,126,Box Score,,18064.0,Chase Center,,1,60,131,39,42
1309,Sat May 21 2022,8:30p,Miami Heat,109,Boston Celtics,103,Box Score,,19156.0,TD Garden,,0,62,125,36,40
1310,Sun May 22 2022,9:00p,Golden State Warriors,109,Dallas Mavericks,100,Box Score,,20813.0,American Airlines Center,,0,63,121,42,39
1311,Mon May 23 2022,8:30p,Miami Heat,82,Boston Celtics,102,Box Score,,19156.0,TD Garden,,1,63,125,36,40
1312,Tue May 24 2022,9:00p,Golden State Warriors,109,Dallas Mavericks,119,Box Score,,20810.0,American Airlines Center,,1,64,121,42,39
1313,Wed May 25 2022,8:30p,Boston Celtics,93,Miami Heat,80,Box Score,,19819.0,FTX Arena,,0,61,127,40,36
1314,Thu May 26 2022,9:00p,Dallas Mavericks,110,Golden State Warriors,120,Box Score,,18064.0,Chase Center,,1,61,133,39,42
1315,Fri May 27 2022,8:30p,Miami Heat,111,Boston Celtics,103,Box Score,,19156.0,TD Garden,,0,63,127,36,40
1316,Sun May 29 2022,8:30p,Boston Celtics,100,Miami Heat,96,Box Score,,20200.0,FTX Arena,,0,62,128,40,36
1317,Thu Jun 2 2022,9:00p,Boston Celtics,120,Golden State Warriors,108,Box Score,,18064.0,Chase Center,,0,63,134,39,36
1318,Sun Jun 5 2022,8:00p,Boston Celtics,88,Golden State Warriors,107,Box Score,,18064.0,Chase Center,,1,64,134,39,36
1319,Wed Jun 8 2022,9:00p,Golden State Warriors,100,Boston Celtics,116,Box Score,,19156.0,TD Garden,,1,66,129,36,39
1320,Fri Jun 10 2022,9:00p,Golden State Warriors,107,Boston Celtics,97,Box Score,,19156.0,TD Garden,,0,66,130,36,39
1321,Mon Jun 13 2022,9:00p,Boston Celtics,94,Golden State Warriors,104,Box Score,,18064.0,Chase Center,,1,65,136,39,36
1322,Thu Jun 16 2022,9:00p,Golden State Warriors,103,Boston Celtics,90,Box Score,,19156.0,TD Garden,,0,68,130,36,39
